eBird_count,eBird_code,State,County,PerCapitaIncome,Population
462,US-KY-191,Kentucky,Pendleton,23122,14714
103,US-KY-193,Kentucky,Perry,18224,28488
441,US-KY-195,Kentucky,Pike,19351,64473
590,US-KY-197,Kentucky,Powell,15174,12582
12618,US-KY-199,Kentucky,Pulaski,20667,63369
76,US-KY-201,Kentucky,Robertson,17641,2254
428,US-KY-203,Kentucky,Rockcastle,16513,16997
2102,US-KY-205,Kentucky,Rowan,17094,23425
1167,US-KY-207,Kentucky,Russell,17107,17636
1119,US-KY-209,Kentucky,Scott,27802,48149
2141,US-KY-211,Kentucky,Shelby,27039,42911
271,US-KY-213,Kentucky,Simpson,19441,17443
475,US-KY-215,Kentucky,Spencer,26666,17303
663,US-KY-217,Kentucky,Taylor,18790,24585
1485,US-KY-219,Kentucky,Todd,17846,12505
2780,US-KY-221,Kentucky,Trigg,25527,14289
95,US-KY-223,Kentucky,Trimble,22070,8818
786,US-KY-225,Kentucky,Union,19464,15138
2757,US-KY-227,Kentucky,Warren,23853,115438
246,US-KY-229,Kentucky,Washington,19837,11774
1663,US-KY-231,Kentucky,Wayne,16396,20797
103,US-KY-233,Kentucky,Webster,20337,13564
642,US-KY-235,Kentucky,Whitley,15960,35718
534,US-KY-237,Kentucky,Wolfe,14157,7299
563,US-KY-239,Kentucky,Woodford,29277,24988
1858,US-LA-001,Louisiana,Acadia,19910,61847
545,US-LA-003,Louisiana,Allen,18857,25674
1468,US-LA-005,Louisiana,Ascension,28178,109920
276,US-LA-007,Louisiana,Assumption,21743,23268
446,US-LA-009,Louisiana,Avoyelles,18006,41765
762,US-LA-011,Louisiana,Beauregard,22509,35891
208,US-LA-013,Louisiana,Bienville,18958,14229
2371,US-LA-015,Louisiana,Bossier,27429,119947
13945,US-LA-017,Louisiana,Caddo,24308,255551
7909,US-LA-019,Louisiana,Calcasieu,24355,193528
215,US-LA-021,Louisiana,Caldwell,22782,10083
24908,US-LA-023,Louisiana,Cameron,29559,6789
328,US-LA-025,Louisiana,Catahoula,19970,10332
2921,US-LA-027,Louisiana,Claiborne,17512,16964
545,US-LA-029,Louisiana,Concordia,16431,20652
1716,US-LA-031,Louisiana,De Soto,21547,26813
21582,US-LA-033,Louisiana,East Baton Rouge,27505,441901
378,US-LA-035,Louisiana,East Carroll,12055,7674
405,US-LA-037,Louisiana,East Feliciana,22099,20111
1136,US-LA-039,Louisiana,Evangeline,18023,33793
203,US-LA-041,Louisiana,Franklin,17752,20699
710,US-LA-043,Louisiana,Grant,19018,22113
1005,US-LA-045,Louisiana,Iberia,22997,73551
4003,US-LA-047,Louisiana,Iberville,21177,33360
421,US-LA-049,Louisiana,Jackson,19188,16217
19524,US-LA-051,Louisiana,Jefferson,26908,433477
5992,US-LA-053,Louisiana,Jefferson Davis,21132,31498
1737,US-LA-059,Louisiana,La Salle,22481,14843
6402,US-LA-055,Louisiana,Lafayette,28901,224719
3975,US-LA-057,Louisiana,Lafourche,24798,96755
927,US-LA-061,Louisiana,Lincoln,20633,46926
1387,US-LA-063,Louisiana,Livingston,25076,130192
659,US-LA-065,Louisiana,Madison,13585,12049
919,US-LA-067,Louisiana,Morehouse,16683,27603
1360,US-LA-069,Louisiana,Natchitoches,20802,39403
21550,US-LA-071,Louisiana,Orleans,26500,357013
5534,US-LA-073,Louisiana,Ouachita,21917,154641
7127,US-LA-075,Louisiana,Plaquemines,25748,23385
836,US-LA-077,Louisiana,Pointe Coupee,23742,22736
7442,US-LA-079,Louisiana,Rapides,22126,132034
1002,US-LA-081,Louisiana,Red River,21443,9028
682,US-LA-083,Louisiana,Richland,18669,20816
979,US-LA-085,Louisiana,Sabine,22229,24286
1769,US-LA-087,Louisiana,St. Bernard,20316,38850
2207,US-LA-089,Louisiana,St. Charles,26756,52627
182,US-LA-091,Louisiana,St. Helena,19457,11062
950,US-LA-093,Louisiana,St. James,24930,21916
2483,US-LA-095,Louisiana,St. John the Baptist,21335,45139
1273,US-LA-097,Louisiana,St. Landry,19387,83534
5749,US-LA-099,Louisiana,St. Martin,22164,52559
978,US-LA-101,Louisiana,St. Mary,21313,54078
21227,US-LA-103,Louisiana,St. Tammany,30363,236832
2445,US-LA-105,Louisiana,Tangipahoa,21273,122665
272,US-LA-107,Louisiana,Tensas,17175,5105
4713,US-LA-109,Louisiana,Terrebonne,24114,111868
2499,US-LA-111,Louisiana,Union,19412,22576
3077,US-LA-113,Louisiana,Vermilion,22589,58394
2633,US-LA-115,Louisiana,Vernon,21396,52510
1859,US-LA-117,Louisiana,Washington,17735,46935
417,US-LA-119,Louisiana,Webster,19871,41039
512,US-LA-121,Louisiana,West Baton Rouge,24838,24012
301,US-LA-123,Louisiana,West Carroll,17980,11540
817,US-LA-125,Louisiana,West Feliciana,21720,15522
227,US-LA-127,Louisiana,Winn,16789,15129
6652,US-ME-001,Maine,Androscoggin,24442,107634
10344,US-ME-003,Maine,Aroostook,21566,71230
96730,US-ME-005,Maine,Cumberland,32880,283046
7868,US-ME-007,Maine,Franklin,22083,30660
69801,US-ME-009,Maine,Hancock,27797,54557
26818,US-ME-011,Maine,Kennebec,25770,121757
23427,US-ME-013,Maine,Knox,27865,39694
26927,US-ME-015,Maine,Lincoln,28070,34297
12758,US-ME-017,Maine,Oxford,21441,57657
32202,US-ME-019,Maine,Penobscot,23895,153649
7666,US-ME-021,Maine,Piscataquis,21818,17343
21319,US-ME-023,Maine,Sagadahoc,28829,35194
7608,US-ME-025,Maine,Somerset,21513,51942
31787,US-ME-027,Maine,Waldo,22853,38819
24550,US-ME-029,Maine,Washington,20807,32621
76902,US-ME-031,Maine,York,29125,198220
15260,US-MD-001,Maryland,Allegany,21211,74394
78288,US-MD-003,Maryland,Anne Arundel,40415,544426
104013,US-MD-005,Maryland,BaltimoreCity+Co,30202.4427351214,1433706
26131,US-MD-009,Maryland,Calvert,38260,89332
12412,US-MD-011,Maryland,Caroline,25211,32871
20506,US-MD-013,Maryland,Carroll,36153,167261
13694,US-MD-015,Maryland,Cecil,29518,101435
5804,US-MD-017,Maryland,Charles,37277,148957
28993,US-MD-019,Maryland,Dorchester,26388,32617
42414,US-MD-021,Maryland,Frederick,36917,236668
24642,US-MD-023,Maryland,Garrett,24932,30014
29560,US-MD-025,Maryland,Harford,35425,246664
82358,US-MD-027,Maryland,Howard,48172,293821
13975,US-MD-029,Maryland,Kent,31502,20130
116557,US-MD-031,Maryland,Montgomery,49038,989474
56679,US-MD-033,Maryland,Prince George's,32344,873481
31344,US-MD-035,Maryland,Queen Anne's,38108,48166
10588,US-MD-039,Maryland,Somerset,16748,26347
18457,US-MD-037,Maryland,St. Mary's,36017,107079
38327,US-MD-041,Maryland,Talbot,38022,37859
15419,US-MD-043,Maryland,Washington,26532,148435
16683,US-MD-045,Maryland,Wicomico,25378,99683
80641,US-MD-047,Maryland,Worcester,32887,51479
173792,US-MA-001,Massachusetts,Barnstable,36142,215449
43573,US-MA-003,Massachusetts,Berkshire,29294,130545
41676,US-MA-005,Massachusetts,Bristol,28837,549870
12673,US-MA-007,Massachusetts,Dukes,33363,16739
215948,US-MA-009,Massachusetts,Essex,35167,750808
31665,US-MA-011,Massachusetts,Franklin,29259,71408
28926,US-MA-013,Massachusetts,Hampden,25817,465144
76366,US-MA-015,Massachusetts,Hampshire,29460,159267
198272,US-MA-017,Massachusetts,Middlesex,42861,1522533
24672,US-MA-019,Massachusetts,Nantucket,47331,10224
64635,US-MA-021,Massachusetts,Norfolk,44692,677296
83414,US-MA-023,Massachusetts,Plymouth,35220,497386
69906,US-MA-025,Massachusetts,Suffolk,32835,735701
70933,US-MA-027,Massachusetts,Worcester,31537,802688
5129,US-MI-001,Michigan,Alcona,22719,10785
7890,US-MI-003,Michigan,Alger,19717,9497
23573,US-MI-005,Michigan,Allegan,24140,111742
2808,US-MI-007,Michigan,Alpena,21948,29399
6399,US-MI-009,Michigan,Antrim,24370,23504
2649,US-MI-011,Michigan,Arenac,20039,15753
4252,US-MI-013,Michigan,Baraga,17701,8787
23991,US-MI-015,Michigan,Barry,25059,59121
22779,US-MI-017,Michigan,Bay,23799,107312
7476,US-MI-019,Michigan,Benzie,24831,17474
29950,US-MI-021,Michigan,Berrien,24013,156290
4131,US-MI-023,Michigan,Branch,19947,44398
15565,US-MI-025,Michigan,Calhoun,22978,135534
2884,US-MI-027,Michigan,Cass,22743,52212
11900,US-MI-029,Michigan,Charlevoix,26947,26030
6756,US-MI-031,Michigan,Cheboygan,23412,25985
35800,US-MI-033,Michigan,Chippewa,20589,38760
2291,US-MI-035,Michigan,Clare,18148,30823
9498,US-MI-037,Michigan,Clinton,28449,75802
11850,US-MI-039,Michigan,Crawford,21492,14017
5713,US-MI-041,Michigan,Delta,22471,36967
1897,US-MI-043,Michigan,Dickinson,24611,26201
7898,US-MI-045,Michigan,Eaton,26582,107920
6824,US-MI-047,Michigan,Emmet,29718,32858
12286,US-MI-049,Michigan,Genesee,22380,421575
1222,US-MI-051,Michigan,Gladwin,20368,25664
2093,US-MI-053,Michigan,Gogebic,20330,16179
22887,US-MI-055,Michigan,Grand Traverse,27660,88182
5672,US-MI-057,Michigan,Gratiot,18836,42148
5244,US-MI-059,Michigan,Hillsdale,20379,46463
8452,US-MI-061,Michigan,Houghton,19783,36494
6967,US-MI-063,Michigan,Huron,22120,32751
32564,US-MI-065,Michigan,Ingham,24754,281531
5265,US-MI-067,Michigan,Ionia,20206,63909
22054,US-MI-069,Michigan,Iosco,22047,25662
1713,US-MI-071,Michigan,Iron,21499,11723
17701,US-MI-073,Michigan,Isabella,19061,70400
26664,US-MI-075,Michigan,Jackson,22613,160126
26685,US-MI-077,Michigan,Kalamazoo,25757,252763
4930,US-MI-079,Michigan,Kalkaska,20258,17142
61819,US-MI-081,Michigan,Kent,25889,609544
5514,US-MI-083,Michigan,Keweenaw,24802,2181
1218,US-MI-085,Michigan,Lake,16202,11485
9114,US-MI-087,Michigan,Lapeer,23907,88323
16057,US-MI-089,Michigan,Leelanau,31462,21682
8597,US-MI-091,Michigan,Lenawee,22395,99505
19471,US-MI-093,Michigan,Livingston,32129,182402
2972,US-MI-095,Michigan,Luce,18768,6550
6286,US-MI-097,Michigan,Mackinac,22622,11099
34136,US-MI-099,Michigan,Macomb,26748,845197
13898,US-MI-101,Michigan,Manistee,22702,24626
15710,US-MI-103,Michigan,Marquette,23789,67358
6001,US-MI-105,Michigan,Mason,23183,28648
2968,US-MI-107,Michigan,Mecosta,19336,43007
1455,US-MI-109,Michigan,Menominee,22331,23917
18629,US-MI-111,Michigan,Midland,29536,83842
1916,US-MI-113,Michigan,Missaukee,20305,14940
17735,US-MI-115,Michigan,Monroe,25939,151408
2744,US-MI-117,Michigan,Montcalm,18969,63234
1144,US-MI-119,Michigan,Montmorency,19661,9598
19655,US-MI-121,Michigan,Muskegon,20621,171153
1579,US-MI-123,Michigan,Newaygo,20623,48280
65460,US-MI-125,Michigan,Oakland,36458,1213406
3134,US-MI-127,Michigan,Oceana,18986,26456
4062,US-MI-129,Michigan,Ogemaw,19634,21537
2014,US-MI-131,Michigan,Ontonagon,21585,6584
3134,US-MI-133,Michigan,Osceola,18099,23404
2701,US-MI-135,Michigan,Oscoda,18057,8590
4411,US-MI-137,Michigan,Otsego,24312,24127
36521,US-MI-139,Michigan,Ottawa,25371,267017
1687,US-MI-141,Michigan,Presque Isle,22788,13234
7102,US-MI-143,Michigan,Roscommon,23023,24281
15130,US-MI-145,Michigan,Saginaw,22349,198841
3778,US-MI-151,Michigan,Sanilac,20713,42637
4686,US-MI-153,Michigan,Schoolcraft,20892,8407
2576,US-MI-155,Michigan,Shiawassee,22713,69910
13135,US-MI-147,Michigan,St. Clair,24357,161865
6125,US-MI-149,Michigan,St. Joseph,20570,61111
7219,US-MI-157,Michigan,Tuscola,20767,55172
6433,US-MI-159,Michigan,Van Buren,21732,75897
101834,US-MI-161,Michigan,Washtenaw,33231,348560
43869,US-MI-163,Michigan,Wayne,22308,1804507
3766,US-MI-165,Michigan,Wexford,20573,32690
3893,US-MN-001,Minnesota,Aitkin,24939,16032
12423,US-MN-003,Minnesota,Anoka,30647,334027
5091,US-MN-005,Minnesota,Becker,25455,32800
3069,US-MN-007,Minnesota,Beltrami,21622,45021
1693,US-MN-009,Minnesota,Benton,24453,38756
3108,US-MN-011,Minnesota,Big Stone,26019,5209
2420,US-MN-013,Minnesota,Blue Earth,25380,64504
1334,US-MN-015,Minnesota,Brown,26576,25643
4431,US-MN-017,Minnesota,Carlton,24434,35398
13340,US-MN-019,Minnesota,Carver,37457,92770
5352,US-MN-021,Minnesota,Cass,25287,28485
778,US-MN-023,Minnesota,Chippewa,25993,12272
6262,US-MN-025,Minnesota,Chisago,27914,53691
4728,US-MN-027,Minnesota,Clay,24550,59638
1887,US-MN-029,Minnesota,Clearwater,22157,8725
9063,US-MN-031,Minnesota,Cook,32868,5195
2548,US-MN-033,Minnesota,Cottonwood,23456,11658
6635,US-MN-035,Minnesota,Crow Wing,26527,62742
35696,US-MN-037,Minnesota,Dakota,34828,402306
736,US-MN-039,Minnesota,Dodge,29107,20159
3264,US-MN-041,Minnesota,Douglas,27716,36264
1356,US-MN-043,Minnesota,Faribault,25065,14430
1641,US-MN-045,Minnesota,Fillmore,25249,20870
1713,US-MN-047,Minnesota,Freeborn,25668,31129
7662,US-MN-049,Minnesota,Goodhue,29932,46259
2408,US-MN-051,Minnesota,Grant,26665,5990
88665,US-MN-053,Minnesota,Hennepin,37485,1170623
3131,US-MN-055,Minnesota,Houston,26450,18915
2838,US-MN-057,Minnesota,Hubbard,24880,20440
1513,US-MN-059,Minnesota,Isanti,25482,38078
3358,US-MN-061,Minnesota,Itasca,24079,45219
1863,US-MN-063,Minnesota,Jackson,27361,10263
714,US-MN-065,Minnesota,Kanabec,22291,16151
3486,US-MN-067,Minnesota,Kandiyohi,26880,42265
1670,US-MN-069,Minnesota,Kittson,26927,4528
1082,US-MN-071,Minnesota,Koochiching,26045,13251
2845,US-MN-073,Minnesota,Lac qui Parle,28014,7184
16304,US-MN-075,Minnesota,Lake,27883,10825
910,US-MN-077,Minnesota,Lake of the Woods,21903,3998
1703,US-MN-079,Minnesota,Le Sueur,27793,27758
936,US-MN-081,Minnesota,Lincoln,26767,5854
3207,US-MN-083,Minnesota,Lyon,26028,25703
538,US-MN-087,Minnesota,Mahnomen,19517,5475
3583,US-MN-089,Minnesota,Marshall,26834,9454
531,US-MN-091,Minnesota,Martin,26472,20634
1749,US-MN-085,Minnesota,McLeod,26824,36321
2087,US-MN-093,Minnesota,Meeker,25665,23197
1735,US-MN-095,Minnesota,Mille Lacs,22891,25927
5028,US-MN-097,Minnesota,Morrison,23753,33118
1954,US-MN-099,Minnesota,Mower,24990,39252
816,US-MN-101,Minnesota,Murray,27450,8639
1466,US-MN-103,Minnesota,Nicollet,26674,32849
602,US-MN-105,Minnesota,Nobles,22598,21490
608,US-MN-107,Minnesota,Norman,23707,6753
16834,US-MN-109,Minnesota,Olmsted,34073,146063
4185,US-MN-111,Minnesota,Otter Tail,26400,57369
1276,US-MN-113,Minnesota,Pennington,24554,14008
5054,US-MN-115,Minnesota,Pine,21413,29449
1173,US-MN-117,Minnesota,Pipestone,24137,9470
8070,US-MN-119,Minnesota,Polk,25790,31522
1364,US-MN-121,Minnesota,Pope,29128,10957
25785,US-MN-123,Minnesota,Ramsey,29484,515732
815,US-MN-125,Minnesota,Red Lake,23257,4087
696,US-MN-127,Minnesota,Redwood,25649,15942
891,US-MN-129,Minnesota,Renville,26062,15499
10663,US-MN-131,Minnesota,Rice,25370,64585
1135,US-MN-133,Minnesota,Rock,24101,9601
2590,US-MN-135,Minnesota,Roseau,25650,15587
9027,US-MN-139,Minnesota,Scott,35467,132774
5976,US-MN-141,Minnesota,Sherburne,28071,89120
1470,US-MN-143,Minnesota,Sibley,25789,15146
122312,US-MN-137,Minnesota,St. Louis,25946,200327
6423,US-MN-145,Minnesota,Stearns,26065,151053
4238,US-MN-147,Minnesota,Steele,27259,36512
1530,US-MN-149,Minnesota,Stevens,28746,9723
872,US-MN-151,Minnesota,Swift,25750,9678
3315,US-MN-153,Minnesota,Todd,22383,24697
737,US-MN-155,Minnesota,Traverse,28030,3507
2569,US-MN-157,Minnesota,Wabasha,28282,21549
671,US-MN-159,Minnesota,Wadena,20329,13772
977,US-MN-161,Minnesota,Waseca,25723,19046
31220,US-MN-163,Minnesota,Washington,36706,241315
1556,US-MN-165,Minnesota,Watonwan,25635,11173
1060,US-MN-167,Minnesota,Wilkin,25148,6576
4263,US-MN-169,Minnesota,Winona,23421,51328
5268,US-MN-171,Minnesota,Wright,29623,126142
1566,US-MN-173,Minnesota,Yellow Medicine,25303,10294
1018,US-MS-001,Mississippi,Adams,17544,32308
252,US-MS-003,Mississippi,Alcorn,19145,37159
78,US-MS-005,Mississippi,Amite,16977,13061
145,US-MS-007,Mississippi,Attala,18422,19383
239,US-MS-009,Mississippi,Benton,18597,8682
354,US-MS-011,Mississippi,Bolivar,16462,34107
91,US-MS-013,Mississippi,Calhoun,17034,14875
101,US-MS-015,Mississippi,Carroll,16897,10501
341,US-MS-017,Mississippi,Chickasaw,16677,17403
239,US-MS-019,Mississippi,Choctaw,17145,8440
124,US-MS-021,Mississippi,Claiborne,12177,9553
200,US-MS-023,Mississippi,Clarke,18066,16614
274,US-MS-025,Mississippi,Clay,18273,20539
366,US-MS-027,Mississippi,Coahoma,15742,25815
128,US-MS-029,Mississippi,Copiah,18318,29204
325,US-MS-031,Mississippi,Covington,17241,19520
3575,US-MS-033,Mississippi,DeSoto,25176,163975
2988,US-MS-035,Mississippi,Forrest,19736,75991
93,US-MS-037,Mississippi,Franklin,24234,8013
378,US-MS-039,Mississippi,George,20217,22757
123,US-MS-041,Mississippi,Greene,14463,14337
433,US-MS-043,Mississippi,Grenada,21084,21745
6121,US-MS-045,Mississippi,Hancock,22621,44597
11943,US-MS-047,Mississippi,Harrison,22677,190756
3008,US-MS-049,Mississippi,Hinds,20448,246300
163,US-MS-051,Mississippi,Holmes,12113,18931
484,US-MS-053,Mississippi,Humphreys,12874,9258
226,US-MS-055,Mississippi,Issaquena,13731,1383
569,US-MS-057,Mississippi,Itawamba,18106,23366
23973,US-MS-059,Mississippi,Jackson,23879,139906
142,US-MS-061,Mississippi,Jasper,18075,16827
85,US-MS-063,Mississippi,Jefferson,12723,7690
211,US-MS-065,Mississippi,Jefferson Davis,16216,12248
410,US-MS-067,Mississippi,Jones,19519,68174
189,US-MS-069,Mississippi,Kemper,13795,10383
2677,US-MS-071,Mississippi,Lafayette,21388,48905
1045,US-MS-073,Mississippi,Lamar,26345,56763
1786,US-MS-075,Mississippi,Lauderdale,21346,80337
79,US-MS-077,Mississippi,Lawrence,20655,12734
64,US-MS-079,Mississippi,Leake,16780,23519
1598,US-MS-081,Mississippi,Lee,21799,83964
256,US-MS-083,Mississippi,Leflore,14307,31993
389,US-MS-085,Mississippi,Lincoln,19566,34870
2977,US-MS-087,Mississippi,Lowndes,20951,59746
3004,US-MS-089,Mississippi,Madison,33170,97151
345,US-MS-091,Mississippi,Marion,18126,26674
1456,US-MS-093,Mississippi,Marshall,17978,36823
381,US-MS-095,Mississippi,Monroe,18167,36652
145,US-MS-097,Mississippi,Montgomery,15523,10754
62,US-MS-099,Mississippi,Neshoba,18693,29655
117,US-MS-101,Mississippi,Newton,18864,21645
2894,US-MS-103,Mississippi,Noxubee,12780,11358
5278,US-MS-105,Mississippi,Oktibbeha,20202,48198
1529,US-MS-107,Mississippi,Panola,18073,34558
1698,US-MS-109,Mississippi,Pearl River,20549,55569
306,US-MS-111,Mississippi,Perry,17183,12174
224,US-MS-113,Mississippi,Pike,18183,40269
253,US-MS-115,Mississippi,Pontotoc,18576,30207
100,US-MS-117,Mississippi,Prentiss,16589,25354
409,US-MS-119,Mississippi,Quitman,13954,8028
2432,US-MS-121,Mississippi,Rankin,26897,143665
281,US-MS-123,Mississippi,Scott,16789,28255
106,US-MS-125,Mississippi,Sharkey,15744,4889
689,US-MS-127,Mississippi,Simpson,18314,27439
53,US-MS-129,Mississippi,Smith,20334,16414
281,US-MS-131,Mississippi,Stone,18576,17854
279,US-MS-133,Mississippi,Sunflower,12588,28722
330,US-MS-135,Mississippi,Tallahatchie,12747,15231
394,US-MS-137,Mississippi,Tate,20431,28625
54,US-MS-139,Mississippi,Tippah,18493,22080
1740,US-MS-141,Mississippi,Tishomingo,18338,19582
1367,US-MS-143,Mississippi,Tunica,15549,10660
66,US-MS-145,Mississippi,Union,19273,27338
112,US-MS-147,Mississippi,Walthall,16850,15265
1271,US-MS-149,Mississippi,Warren,22362,48389
685,US-MS-151,Mississippi,Washington,16671,50578
123,US-MS-153,Mississippi,Wayne,18928,20675
171,US-MS-155,Mississippi,Webster,18728,10129
235,US-MS-157,Mississippi,Wilkinson,18717,9653
317,US-MS-159,Mississippi,Winston,18501,19052
351,US-MS-161,Mississippi,Yalobusha,18750,12554
331,US-MS-163,Mississippi,Yazoo,14291,28122
2910,US-MO-001,Missouri,Adair,19258,25573
530,US-MO-003,Missouri,Andrew,25302,17319
588,US-MO-005,Missouri,Atchison,24748,5605
576,US-MO-007,Missouri,Audrain,19687,25584
1954,US-MO-009,Missouri,Barry,19489,35614
1542,US-MO-011,Missouri,Barton,20678,12378
735,US-MO-013,Missouri,Bates,21047,16878
1572,US-MO-015,Missouri,Benton,19717,19008
1916,US-MO-017,Missouri,Bollinger,19470,12408
49542,US-MO-019,Missouri,Boone,26895,165776
3642,US-MO-021,Missouri,Buchanan,21961,89419
1067,US-MO-023,Missouri,Butler,19246,42946
315,US-MO-025,Missouri,Caldwell,21482,9249
4508,US-MO-027,Missouri,Callaway,23171,44276
2597,US-MO-029,Missouri,Camden,23038,43822
5233,US-MO-031,Missouri,Cape Girardeau,23751,76322
555,US-MO-033,Missouri,Carroll,24073,9216
803,US-MO-035,Missouri,Carter,18245,6260
7336,US-MO-037,Missouri,Cass,27463,99875
1291,US-MO-039,Missouri,Cedar,16362,13903
1290,US-MO-041,Missouri,Chariton,19481,7730
3103,US-MO-043,Missouri,Christian,25134,78724
380,US-MO-045,Missouri,Clark,20279,7035
8192,US-MO-047,Missouri,Clay,29406,225116
1128,US-MO-049,Missouri,Clinton,25100,20659
5263,US-MO-051,Missouri,Cole,26160,76228
1937,US-MO-053,Missouri,Cooper,22910,17574
1081,US-MO-055,Missouri,Crawford,18415,24711
3157,US-MO-057,Missouri,Dade,20034,7734
413,US-MO-059,Missouri,Dallas,18155,16733
452,US-MO-061,Missouri,Daviess,19890,8347
601,US-MO-063,Missouri,DeKalb,16635,12873
1015,US-MO-065,Missouri,Dent,18544,15649
226,US-MO-067,Missouri,Douglas,16404,13647
3751,US-MO-069,Missouri,Dunklin,17990,31916
6236,US-MO-071,Missouri,Franklin,24742,101569
474,US-MO-073,Missouri,Gasconade,21830,15083
132,US-MO-075,Missouri,Gentry,20534,6774
14708,US-MO-077,Missouri,Greene,23520,278231
165,US-MO-079,Missouri,Grundy,19527,10282
892,US-MO-081,Missouri,Harrison,19468,8871
2081,US-MO-083,Missouri,Henry,22394,22183
426,US-MO-085,Missouri,Hickory,17361,9499
4829,US-MO-087,Missouri,Holt,24127,4771
2016,US-MO-089,Missouri,Howard,21598,10184
904,US-MO-091,Missouri,Howell,17416,40458
1176,US-MO-093,Missouri,Iron,19101,10505
27840,US-MO-095,Missouri,Jackson,26062,675641
3065,US-MO-097,Missouri,Jasper,21124,116803
6390,US-MO-099,Missouri,Jefferson,24792,219636
8510,US-MO-101,Missouri,Johnson,21547,53517
333,US-MO-103,Missouri,Knox,20946,4099
706,US-MO-105,Missouri,Laclede,19553,35535
1405,US-MO-107,Missouri,Lafayette,23637,33188
1312,US-MO-109,Missouri,Lawrence,19060,38488
1201,US-MO-111,Missouri,Lewis,19317,10193
7176,US-MO-113,Missouri,Lincoln,22063,53051
944,US-MO-115,Missouri,Linn,21015,12592
639,US-MO-117,Missouri,Livingston,21011,15051
3170,US-MO-121,Missouri,Macon,20054,15545
494,US-MO-123,Missouri,Madison,17316,12350
392,US-MO-125,Missouri,Maries,22026,9102
1060,US-MO-127,Missouri,Marion,21909,28804
589,US-MO-119,Missouri,McDonald,17505,22892
117,US-MO-129,Missouri,Mercer,20178,3749
1726,US-MO-131,Missouri,Miller,19385,24863
1346,US-MO-133,Missouri,Mississippi,15558,14271
917,US-MO-135,Missouri,Moniteau,19451,15657
1267,US-MO-137,Missouri,Monroe,20331,8798
716,US-MO-139,Missouri,Montgomery,20991,12128
983,US-MO-141,Missouri,Morgan,17935,20392
708,US-MO-143,Missouri,New Madrid,21215,18695
4623,US-MO-145,Missouri,Newton,22341,58552
602,US-MO-147,Missouri,Nodaway,18079,23347
781,US-MO-149,Missouri,Oregon,16331,10935
614,US-MO-151,Missouri,Osage,22629,13842
682,US-MO-153,Missouri,Ozark,17215,9653
1600,US-MO-155,Missouri,Pemiscot,16881,18160
1739,US-MO-157,Missouri,Perry,23435,19001
1152,US-MO-159,Missouri,Pettis,19709,42146
8742,US-MO-161,Missouri,Phelps,21173,44969
2186,US-MO-163,Missouri,Pike,18650,18579
5951,US-MO-165,Missouri,Platte,35143,90842
1467,US-MO-167,Missouri,Polk,19511,31088
1201,US-MO-169,Missouri,Pulaski,20863,52795
427,US-MO-171,Missouri,Putnam,19397,4944
2184,US-MO-173,Missouri,Ralls,23299,10206
621,US-MO-175,Missouri,Randolph,17587,25253
1247,US-MO-177,Missouri,Ray,24549,23290
1594,US-MO-179,Missouri,Reynolds,18449,6661
605,US-MO-181,Missouri,Ripley,16408,14071
3088,US-MO-195,Missouri,Saline,19006,23324
286,US-MO-197,Missouri,Schuyler,18160,4397
57,US-MO-199,Missouri,Scotland,20363,4859
1041,US-MO-201,Missouri,Scott,20825,39216
1405,US-MO-203,Missouri,Shannon,16862,8388
448,US-MO-205,Missouri,Shelby,19331,6274
22398,US-MO-183,Missouri,St. Charles,31586,365101
1581,US-MO-185,Missouri,St. Clair,17337,9649
2950,US-MO-187,Missouri,St. Francois,18544,65602
44414,US-MO-189,Missouri,St. Louis,34795,999725
13397,US-MO-510,Missouri,St. Louis City,23048,318955
1191,US-MO-186,Missouri,Ste. Genevieve,22921,17996
5970,US-MO-207,Missouri,Stoddard,22967,29860
1244,US-MO-209,Missouri,Stone,21733,31817
323,US-MO-211,Missouri,Sullivan,19279,6611
3287,US-MO-213,Missouri,Taney,20231,52412
784,US-MO-215,Missouri,Texas,17868,25830
2500,US-MO-217,Missouri,Vernon,19734,20990
793,US-MO-219,Missouri,Warren,24692,32667
926,US-MO-221,Missouri,Washington,17703,25135
909,US-MO-223,Missouri,Wayne,18970,13437
2432,US-MO-225,Missouri,Webster,19955,36274
137,US-MO-227,Missouri,Worth,22967,2129
181,US-MO-229,Missouri,Wright,14752,18643
4460,US-MT-001,Montana,Beaverhead,22872,9278
1802,US-MT-003,Montana,Big Horn,15695,12939
729,US-MT-005,Montana,Blaine,17437,6550
2587,US-MT-007,Montana,Broadwater,24270,5666
5410,US-MT-009,Montana,Carbon,27599,10126
452,US-MT-011,Montana,Carter,24921,1241
11736,US-MT-013,Montana,Cascade,24727,81621
784,US-MT-015,Montana,Chouteau,21737,5827
1190,US-MT-017,Montana,Custer,23910,11785
594,US-MT-019,Montana,Daniels,31449,1778
658,US-MT-021,Montana,Dawson,26126,9132
5096,US-MT-023,Montana,Deer Lodge,22052,9285
244,US-MT-025,Montana,Fallon,28563,3085
2321,US-MT-027,Montana,Fergus,24429,11517
22907,US-MT-029,Montana,Flathead,25790,91536
40181,US-MT-031,Montana,Gallatin,28939,91499
610,US-MT-033,Montana,Garfield,25921,1145
15341,US-MT-035,Montana,Glacier,15604,13528
735,US-MT-037,Montana,Golden Valley,23508,709
